config_id,category,parameter,expected_value,actual_value,is_compliant,is_vulnerable,severity,cis_reference,timestamp,feature_network_exposed,feature_affects_auth,feature_critical_file,feature_root_access,feature_weak_auth,feature_kernel_hardening,feature_network_stack,feature_firewall_weak,feature_world_writable,feature_weak_protocol,feature_is_vulnerable,feature_high_risk_param,feature_category_risk,feature_ssh_risk_score,feature_perm_risk_score,feature_pwd_weakness_score,feature_combined_risk
SSH-0028,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-05-26,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
PWD-0003,PASSWORD_POLICY,PASS_MIN_LEN,14,8,False,True,HIGH,CIS-5.4.1,2026-05-17,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1
SSH-0039,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-05-03,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0053,SSH,MaxAuthTries,3,10,False,True,MEDIUM,CIS-5.2.5,2026-08-13,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3
SSH-0053,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-08-13,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0009,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-01-01,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0053,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-08-13,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0020,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-03-23,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0011,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-04-17,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0041,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-02-13,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SYSCTL-0008,SYSCTL,net.ipv4.conf.all.log_martians,1,1,True,False,NONE,CIS-GENERAL,2026-09-05,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0005,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-12-04,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0024,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-06-04,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0037,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-02-02,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0053,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-08-13,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0025,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-02-13,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PERM-0007,FILE_PERMISSIONS,/etc/shadow,640,640,True,False,NONE,CIS-6.1.3,2026-12-19,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1
SSH-0029,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-01-24,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0058,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-01-08,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0042,SSH,PermitRootLogin,no,without-password,False,True,CRITICAL,CIS-5.2.8,2026-05-15,1,1,0,1,0,0,0,0,0,0,1,1,3,2,0,0,7
SSH-0050,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-11-06,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0024,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-06-04,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0002,SSH,Protocol,2,1,False,True,CRITICAL,CIS-5.2.2,2026-01-24,1,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,9
SSH-0015,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-12-18,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0014,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-12-21,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0054,SSH,Protocol,2,1,False,True,CRITICAL,CIS-5.2.2,2026-05-21,1,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,9
SSH-0035,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-06-19,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0026,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-02-12,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0055,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-12-18,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0045,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-06-12,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
PWD-0007,PASSWORD_POLICY,complexity,yes,yes,True,False,NONE,CIS-GENERAL,2026-04-23,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0005,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-12-04,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0042,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-05-15,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0016,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-07-08,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0044,SSH,PermitRootLogin,no,without-password,False,True,CRITICAL,CIS-5.2.8,2026-06-06,1,1,0,1,0,0,0,0,0,0,1,1,3,2,0,0,7
FW-0001,FIREWALL,enabled,yes,no,False,True,CRITICAL,CIS-3.6.1,2026-09-15,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,4
SSH-0061,SSH,Protocol,2,1,False,True,CRITICAL,CIS-5.2.2,2026-05-03,1,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,9
SSH-0054,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-05-21,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0036,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-04-23,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0021,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-07-11,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
FW-0008,FIREWALL,default_policy,DROP,ACCEPT,False,True,HIGH,CIS-3.6.2,2026-02-23,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3
PWD-0007,PASSWORD_POLICY,PASS_WARN_AGE,7,14,True,False,NONE,CIS-GENERAL,2026-04-23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0048,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-11-21,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0014,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-12-21,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0033,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-05-27,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0021,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-07-11,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0006,SSH,MaxAuthTries,3,10,False,True,MEDIUM,CIS-5.2.5,2026-11-24,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3
SSH-0031,SSH,MaxAuthTries,3,4,False,True,MEDIUM,CIS-5.2.5,2026-02-13,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0039,SSH,MaxAuthTries,3,3,True,False,NONE,CIS-5.2.5,2026-05-03,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PERM-0017,FILE_PERMISSIONS,/etc/gshadow,640,640,True,False,NONE,CIS-6.1.5,2026-10-03,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0061,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-05-03,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0042,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-05-15,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
PERM-0011,FILE_PERMISSIONS,/etc/shadow,640,777,False,True,CRITICAL,CIS-6.1.3,2026-09-16,0,0,1,0,0,0,0,0,1,0,1,1,2,0,4,0,9
SSH-0037,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-02-02,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0001,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-11-04,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0046,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-04-22,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0058,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-01-08,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0041,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-02-13,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0042,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-05-15,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0030,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-08-18,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SYSCTL-0016,SYSCTL,fs.suid_dumpable,0,0,True,False,NONE,CIS-GENERAL,2026-06-14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PERM-0014,FILE_PERMISSIONS,/etc/group,644,664,False,True,HIGH,CIS-6.1.4,2026-02-05,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2
SSH-0034,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-11-20,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0048,SSH,PermitRootLogin,no,forced-commands-only,False,True,CRITICAL,CIS-5.2.8,2026-11-21,1,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,2
SSH-0007,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-09-03,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0008,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-10-14,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0047,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-05-23,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0026,SSH,MaxAuthTries,3,6,False,True,MEDIUM,CIS-5.2.5,2026-02-12,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2
PWD-0001,PASSWORD_POLICY,PASS_MIN_LEN,14,6,False,True,HIGH,CIS-5.4.1,2026-11-16,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,3,6
PWD-0003,PASSWORD_POLICY,complexity,yes,no,False,True,MEDIUM,CIS-GENERAL,2026-05-17,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,3,6
SSH-0036,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-04-23,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0032,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-02-18,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0026,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-02-12,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0025,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-02-13,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0057,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-06-27,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0040,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-04-28,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0034,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-11-20,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0020,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-03-23,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0060,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-06-13,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0035,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-06-19,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PERM-0049,FILE_PERMISSIONS,/etc/fstab,644,666,False,True,CRITICAL,CIS-1.1.1,2026-09-25,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,8
SSH-0037,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-02-02,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0029,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-01-24,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0008,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-10-14,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0028,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-05-26,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0008,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-10-14,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
PERM-0026,FILE_PERMISSIONS,/etc/ssh/sshd_config,600,666,False,True,CRITICAL,CIS-5.2.1,2026-11-11,0,0,1,0,0,0,0,0,1,0,1,1,2,0,4,0,9
SSH-0039,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-05-03,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0005,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-12-04,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0048,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-11-21,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0035,SSH,MaxAuthTries,3,4,False,True,MEDIUM,CIS-5.2.5,2026-06-19,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0052,SSH,Protocol,2,1,False,True,CRITICAL,CIS-5.2.2,2026-04-06,1,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,9
SSH-0049,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-02-20,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0028,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-05-26,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0031,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-02-13,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0043,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-11-27,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0014,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-12-21,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0061,SSH,MaxAuthTries,3,10,False,True,MEDIUM,CIS-5.2.5,2026-05-03,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3
SSH-0036,SSH,MaxAuthTries,3,4,False,True,MEDIUM,CIS-5.2.5,2026-04-23,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
FW-0003,FIREWALL,logging,yes,no,False,True,LOW,CIS-GENERAL,2026-04-03,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3
FW-0002,FIREWALL,default_policy,DROP,ACCEPT,False,True,HIGH,CIS-3.6.2,2026-02-08,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3
PWD-0008,PASSWORD_POLICY,PASS_MIN_DAYS,1,0,False,True,LOW,CIS-GENERAL,2026-05-13,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
FW-0008,FIREWALL,logging,yes,yes,True,False,NONE,CIS-GENERAL,2026-02-23,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0039,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-05-03,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0009,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-01-01,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PWD-0004,PASSWORD_POLICY,complexity,yes,yes,True,False,NONE,CIS-GENERAL,2026-10-14,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0032,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-02-18,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0050,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-11-06,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
PWD-0001,PASSWORD_POLICY,PASS_WARN_AGE,7,0,False,True,LOW,CIS-GENERAL,2026-11-16,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1
SSH-0021,SSH,MaxAuthTries,3,6,False,True,MEDIUM,CIS-5.2.5,2026-07-11,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2
SSH-0051,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-09-24,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0049,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-02-20,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0012,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-10-01,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0002,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-01-24,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0056,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-04-22,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
FW-0005,FIREWALL,enabled,yes,yes,True,False,NONE,CIS-3.6.1,2026-10-18,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0036,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-04-23,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0027,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-06-20,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
PWD-0001,PASSWORD_POLICY,complexity,yes,no,False,True,MEDIUM,CIS-GENERAL,2026-11-16,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,3,6
SSH-0001,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-11-04,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
PERM-0013,FILE_PERMISSIONS,/etc/group,644,644,True,False,NONE,CIS-6.1.4,2026-01-28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PERM-0039,FILE_PERMISSIONS,/etc/hosts,644,644,True,False,NONE,CIS-3.4.1,2026-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SYSCTL-0011,SYSCTL,kernel.core_dumps,0,1,False,True,MEDIUM,CIS-1.5.1,2026-04-26,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2
SSH-0025,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-02-13,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
PERM-0031,FILE_PERMISSIONS,/etc/sudoers,440,644,False,True,MEDIUM,CIS-5.3.1,2026-05-17,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1
SSH-0016,SSH,MaxAuthTries,3,6,False,True,MEDIUM,CIS-5.2.5,2026-07-08,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2
PERM-0035,FILE_PERMISSIONS,/etc/crontab,644,644,True,False,NONE,CIS-5.1.2,2026-11-17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0047,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-05-23,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
PWD-0008,PASSWORD_POLICY,PASS_MIN_LEN,14,4,False,True,HIGH,CIS-5.4.1,2026-05-13,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,4,7
SSH-0002,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-01-24,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0013,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-09-07,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0064,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-04-21,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0055,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-12-18,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0059,SSH,MaxAuthTries,3,6,False,True,MEDIUM,CIS-5.2.5,2026-01-26,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2
PERM-0004,FILE_PERMISSIONS,/etc/passwd,644,666,False,True,CRITICAL,CIS-6.1.2,2026-03-08,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,8
SSH-0008,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-10-14,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
PERM-0044,FILE_PERMISSIONS,/boot/grub/grub.cfg,400,640,False,True,MEDIUM,CIS-1.4.1,2026-01-08,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1
SYSCTL-0010,SYSCTL,kernel.randomize_va_space,2,2,True,False,NONE,CIS-1.5.3,2026-10-16,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1
SSH-0038,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-11-08,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0008,SSH,MaxAuthTries,3,10,False,True,MEDIUM,CIS-5.2.5,2026-10-14,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3
SSH-0059,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-01-26,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0052,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-04-06,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0017,SSH,MaxAuthTries,3,4,False,True,MEDIUM,CIS-5.2.5,2026-08-19,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
FW-0002,FIREWALL,enabled,yes,no,False,True,CRITICAL,CIS-3.6.1,2026-02-08,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,4
SSH-0053,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-08-13,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
PWD-0004,PASSWORD_POLICY,PASS_WARN_AGE,7,7,True,False,NONE,CIS-GENERAL,2026-10-14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0056,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-04-22,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0019,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-01-25,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0039,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-05-03,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SYSCTL-0012,SYSCTL,kernel.core_dumps,0,0,True,False,NONE,CIS-1.5.1,2026-08-26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0063,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-12-11,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0041,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-02-13,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0046,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-04-22,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0033,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-05-27,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0040,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-04-28,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0062,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-04-19,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0004,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-04-05,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0015,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-12-18,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0014,SSH,MaxAuthTries,3,6,False,True,MEDIUM,CIS-5.2.5,2026-12-21,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2
SSH-0046,SSH,PermitRootLogin,no,forced-commands-only,False,True,CRITICAL,CIS-5.2.8,2026-04-22,1,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,2
